policy_id,claim_id,customer_id,customer_name,ssn,email,phone,address,zip_code,state,policy_type,coverage_amount,premium,deductible,policy_start,policy_end,claim_date,claim_amount,claim_status,adjuster,settlement_amount,last_updated
POL-0001059,CLM-00001059,CUST-11425,Charles Foster,171-86-4693,scottbaldwin@example.com,(782)574-0694x357,47949 Rice Brook Apt. 944,59726,AZ,Home,681203.03,8311.8,1898.51,2023-04-27,2026-04-26,2024-10-30,471890.46,Settled,,469728.98,2022-09-16
POL-0001060,CLM-00001060,CUST-74407,Amanda Stephens,299-49-6545,randolphzachary@example.com,338.470.9848x3584,98194 Ramirez Village Suite 222,00000,AZ,Health,1287594.08,2965.4,1269.2,2024-06-20,2027-06-20,2025-04-09,447105.24,Settled,Renee Patel,272234.6,2025-01-29
POL-0001061,CLM-00001061,CUST-27585,Kristen Day,236-35-2258,jonesjames@example.org,603-227-5350x82021,584 Reynolds Turnpike Suite 510,88895,IL,Home,654171.13,7098.78,7952.61,2022-06-17,2025-06-16,2024-11-03,19708.5,Rejected,Ashley Mcclain,,2024-10-15
POL-0001062,CLM-00001062,CUST-85184,Julia Lopez,540-60-8457,ssmith@example.com,(979)848-5956,8732 Karen Haven Suite 884,35372,WA,Commercial,35289.48,107.57,2264.74,2024-11-20,2026-11-20,2025-01-02,12646.49,Approved,Jesse Tyler,,2025-03-15
POL-0001063,CLM-00001063,CUST-59827,Courtney Petty,864-31-4799,brianbeck@example.org,406.543.4272,564 Levine Islands Apt. 084,42360,GA,Commercial,1389399.55,9729.08,6813.33,2025-02-04,2028-02-04,2025-12-07,515290.99,Rejected,Denise Green,,2024-10-16
POL-0001064,CLM-00001064,CUST-10685,Heather Williamson,959-43-6791,orichardson@example.com,(415)246-3803x733,32742 Lindsay Brooks,02818,CO,Home,1803773.37,15263.05,4247.93,2024-03-15,2029-03-14,2025-02-03,616932.15,Under Review,John Meyer,,2025-07-25
POL-0001065,CLM-00001065,CUST-94227,Alyssa Gonzalez,712-31-6717,fostercarolyn@example.org,+1-227-578-9880x0859,38306 Watson Trace,32693,TX,Commercial,512597.81,7274.62,9335.62,2020-07-25,2018-05-02,2021-05-16,143026.57,Submitted,,,2025-10-31
POL-0001066,CLM-00001066,CUST-33262,Don Kennedy,731-28-8456,bhughes@example.org,4414122636,7384 Sullivan Curve Apt. 378,64239,NC,Health,700411.45,7139.23,4201.3,2021-02-02,2022-02-02,2021-07-25,209121.55,Approved,John Meyer,,2024-07-31
POL-0001067,CLM-00001067,CUST-89769,Regina Perkins,324-35-4878,tinawilson@example.org,427.585.5291,278 Ross Path Apt. 734,49115,CO,Auto,31424.31,384.61,774.38,2024-04-15,2029-04-14,2024-12-03,17806.45,Rejected,,,2025-11-02
POL-0001068,CLM-00001068,CUST-60501,Lisa Ward,306-96-2772,davidmcintosh@example.org,+1-301-277-8854,5161 Brian Forges Apt. 785,22010,IL,Health,778957.7,3871.93,7498.28,2024-11-24,2029-11-23,2025-09-26,412271.5,Under Review,Ashley Mcclain,,2025-03-30
POL-0001069,CLM-00001069,CUST-51077,Derrick Smith,183-48-2161,rtorres@example.com,788-380-9802x9320,2927 Aaron Rue Suite 488,03961,FL,Health,1381588.52,17896.67,902.07,2024-12-22,2026-12-22,2026-03-08,669395.0,Settled,Dr. Tina Reyes MD,408172.59,2023-05-24
POL-0001070,CLM-00001070,CUST-32924,Erik Nixon,792-40-8451,brockjohn@example.com,+1-905-525-7887x67602,916 Chambers Inlet,38836,IL,Home,1898749.93,14057.32,1377.1,2022-05-20,2026-05-19,2024-01-06,349626.57,Rejected,,,2025-04-22
POL-0001071,CLM-00001071,CUST-76486,Megan Rivas,994-48-1159,leestephanie@example.org,(519)931-1742,400 Andrew Route,23425,CA,Commercial,1471141.73,5068.04,8324.97,2021-07-29,2026-07-28,2024-01-21,687504.77,Rejected,Louis Moyer,,2025-03-16
POL-0001072,CLM-00001072,CUST-64051,Alyssa Walters,593-76-7196,billy21@example.com,429-211-4192,879 Cynthia Vista Apt. 348,76896,TX,Commercial,191239.81,1704.37,7664.59,2022-07-16,2024-07-15,2023-09-24,40543.36,Rejected,Douglas Ferguson,,2024-05-20
POL-0001073,CLM-00001073,CUST-36747,Nichole Dalton,225-15-8191,bondhaley@example.com,993-423-0374,8388 Fox Freeway Apt. 264,,IL,Home,713152.27,5133.93,9858.96,2024-07-05,2027-07-05,2024-09-20,138981.34,Under Review,Caleb West,,2025-05-02
POL-0001074,CLM-00001074,CUST-85746,Thomas Sanchez,519-43-2297,martinanna@example.net,(883)803-7495,560 Howe Centers,03502,IL,Auto,944608.4,3000.54,4938.21,2024-04-10,2025-04-10,2024-10-19,346031.48,Approved,Louis Moyer,,2026-02-13
POL-0001075,,CUST-69975,Kenneth Smith,871-27-1935,coreyjimenez@example.com,001-585-407-8632x9646,76291 Mack Spring,29774,CO,Commercial,1634399.18,21258.77,2173.26,2025-03-04,2029-03-03,2025-05-23,743767.4,Settled,Kenneth White,714664.82,2025-02-22
POL-0001076,CLM-00001076,CUST-56965,Troy Glover,448-49-7557,sloankimberly@example.org,933.590.9332x40507,548 Christine Center Apt. 712,,AZ,Health,317419.28,678.1,4877.69,2023-03-18,2024-03-17,2023-03-29,242343.61,Settled,Wendy Smith,189955.12,2024-10-22
POL-0001077,,CUST-83635,Daniel Ramirez,569-14-4139,jamiebradshaw@example.com,975.948.3641,42010 Felicia Loop,70116,IL,Health,1988409.06,27953.48,8830.22,2024-04-26,2025-04-26,2024-05-12,1252695.08,Settled,Douglas Ferguson,849905.55,2025-09-05
POL-0001078,CLM-00001078,CUST-23541,Eric Mendoza,480-34-6621,dgreene@example.org,(385)334-0512,2589 Bradley Plains,08222,FL,Home,157065.97,2304.31,463.61,2020-08-17,2024-08-16,2021-10-25,11531.89,Settled,,8803.69,2026-04-07
POL-0001079,CLM-00001079,CUST-47813,Justin Mueller,187-86-7300,michaelhill@example.com,415.742.5619,1076 James Mills,30461,FL,Commercial,1022529.37,6189.94,1282.76,2023-10-22,2024-10-21,2024-07-27,333685.34,Settled,,235123.41,2024-07-03
POL-0001080,CLM-00001080,CUST-31801,Allen Smith,354-31-2032,joseph42@example.org,491.690.8976,3633 Kyle Freeway,95964,NC,Life,570345.2,5376.68,4938.51,2022-11-28,2026-11-27,2025-08-04,283110.99,Approved,Wendy Smith,,2025-10-30
POL-0001081,CLM-00001081,CUST-26519,Kristin Clements,816-44-2844,wilsontammy@example.org,001-639-211-8485x5944,1548 Cathy Viaduct,89867,CO,Auto,400834.38,1232.75,9060.78,2021-12-07,2024-12-06,2022-05-14,194387.61,Under Review,Wendy Smith,,2026-01-21
POL-0001082,CLM-00001082,CUST-70672,Marisa Gutierrez,630-58-6995,tanya19@example.org,514.343.6726,27449 Miller Turnpike Suite 562,75095,GA,Commercial,477151.69,3862.65,8619.65,2024-12-08,2028-12-07,2025-01-16,207664.51,Settled,Douglas Ferguson,198249.69,2025-05-11
POL-0001083,CLM-00001083,CUST-90350,Jessica Henderson,471-59-9756,chadromero@example.com,259-350-7515x1536,1840 Morales Island,36723,NC,Health,1406785.95,16175.8,5298.59,2024-03-14,2028-03-13,2025-02-11,523554.5,Settled,Michelle Davis,452075.66,2024-12-02
POL-0001084,CLM-00001084,CUST-38615,Ann Carlson,804-91-5982,ncervantes@example.org,527.284.5230,026 Fry Track Apt. 604,74521,NC,Home,878575.18,8067.4,8223.54,2022-12-15,2026-12-14,2023-01-18,100629.8,Rejected,John Meyer,,2025-02-28
POL-0001085,CLM-00001085,CUST-76278,Ronald Harding,391-27-7146,carrolldavid@example.org,(782)533-4720x4226,5815 Derek Crossroad,17865,IL,Health,57379.16,667.45,1780.4,2023-03-09,2028-03-07,2023-05-11,2455.72,Submitted,,,2025-08-10
POL-0001086,CLM-00001086,CUST-52348,Gregory Graves,751-70-9572,anneflores@example.net,001-419-545-2932x6148,10808 Shawna Mission Apt. 160,99152,CA,Commercial,737773.03,3617.81,1557.17,2021-01-22,2022-01-22,2021-06-08,141317.88,Settled,Kenneth White,125847.48,2024-11-30
POL-0001087,CLM-00001087,CUST-61963,Richard Miller,946-12-8148,wilsonmelissa@example.net,(301)818-3166,0039 Webster Square,44876,AZ,Health,496158.08,3559.11,3820.07,2020-11-24,2024-11-23,2021-04-29,365195.75,Settled,,354970.52,2025-01-18
POL-0001088,CLM-00001088,CUST-62872,Jacob Hernandez,200-22-9826,amberfarrell@example.org,224-256-5808,20068 Campbell Ports,41490,CA,Commercial,1751131.44,21629.13,9137.54,2020-12-06,2021-12-06,2021-01-10,660411.7,Settled,Ashley Mcclain,604178.95,2025-08-25
POL-0001089,,CUST-35435,James Juarez,541-72-4935,timothygutierrez@example.org,6479855940,741 Wilson Pines Apt. 344,60462,GA,Auto,1222803.02,13362.7,7283.66,2021-01-12,2026-01-11,2025-12-31,709012.72,Under Review,Ashley Mcclain,,2024-06-05
POL-0001090,CLM-00001090,CUST-19139,Diane Gray,191-31-1370,aaron31@example.net,001-886-818-2366x64622,7577 Rebecca Radial Apt. 902,79740,FL,Home,1504892.78,6318.87,1357.1,2020-11-29,2021-11-29,2021-06-13,1193483.84,Rejected,Jesse Tyler,,2025-07-26
POL-0001091,CLM-00001091,CUST-39187,Andrew Garrison,660-82-3100,ngillespie@example.net,(359)542-5990,0077 Macdonald Flat,49721,AZ,Life,982137.63,4823.36,2971.84,2020-09-04,2021-09-04,2021-07-16,525606.7,Submitted,,,2025-01-08
POL-0001092,CLM-00001092,CUST-48094,Jennifer Cummings,547-84-4034,emilymejia@example.com,415.914.0554,933 Hernandez Burgs Suite 396,25118,NY,Life,1216144.04,8492.97,8024.8,2024-02-13,2025-02-12,2024-05-18,326468.51,Rejected,Randy Brown,,2024-04-08
POL-0001093,CLM-00001093,CUST-65663,Vickie Cisneros,485-38-1281,powelljoel@example.net,895.887.2500,945 Nicole Tunnel,66957,AZ,Auto,522977.56,1940.64,4005.77,2022-05-04,2024-05-03,2023-12-27,243322.98,Settled,Karen Miller,166516.6,2025-02-26
POL-0001094,,CUST-39164,Carlos Robertson,757-70-1903,gregorywashington@example.org,+1-378-945-1181x3541,097 Thompson Station Suite 073,58058,GA,Health,177421.51,1794.39,9784.94,2022-07-26,2027-07-25,2023-10-20,21108.97,Submitted,,,2025-09-29
POL-0001095,CLM-00001095,CUST-42625,Shelby Chung,498-24-3621,sandovaljames@example.com,(899)479-4681,15114 Foley Walk,39371,NY,Commercial,151938.16,733.6,5587.28,2022-12-15,2024-12-14,2023-11-01,8159.3,Under Review,Wendy Smith,,2025-10-16
POL-0001096,CLM-00001096,CUST-86428,Jenny Green,552-54-2330,vberry@example.com,552-320-9681x30389,8312 Brian Inlet Suite 091,,WA,Life,521274.66,2677.11,5417.78,2024-07-30,2029-07-29,2024-11-10,416004.35,Approved,Victor Morgan,,2025-01-25
POL-0001097,CLM-00001097,CUST-60141,Devin Werner,567-19-4680,isparks@example.com,+1-404-453-3612,2354 Veronica Views,30204,FL,Life,1154122.74,15317.1,7657.53,2020-12-31,2025-12-30,2021-12-04,139476.59,Submitted,,,2024-06-18
POL-0001098,CLM-00001098,CUST-41223,Shelly Jenkins,207-40-6063,garmstrong@example.net,978-950-2812x44963,2776 Farrell Flats,06220,GA,Auto,1636836.15,9478.61,2467.51,2021-09-06,2025-09-05,2022-03-10,921967.98,Submitted,,,2024-11-13
POL-0001099,CLM-00001099,CUST-53966,Ashley Collier,673-38-4097,aaron67@example.net,+1-500-867-3219x260,63595 Mullins Estates,92099,FL,Home,1407971.09,9420.18,8280.06,2022-12-28,2023-12-28,2023-04-12,370678.76,Under Review,,,2024-11-10
POL-0001100,CLM-00001100,CUST-79897,Monica Bass,727-38-7348,gclark@example.net,(320)986-3902x5806,697 Chavez Mount,93136,IL,Auto,357120.93,3503.25,8126.93,2024-02-09,2025-02-08,2024-05-25,150842.22,Settled,Jesse Tyler,143217.57,2025-07-01
POL-0001101,CLM-00001101,CUST-95524,John French,998-35-5653,flee@example.com,+1-385-592-4534,94426 Conner Ports,47304,GA,Commercial,1531869.47,17748.95,3971.21,2023-05-30,2024-05-29,2024-04-29,474881.07,Settled,Jennifer Reid,357857.52,2025-04-24
POL-0001102,CLM-00001102,CUST-71858,Keith Fitzgerald,242-62-8946,jordanjoseph@example.com,+1-414-285-4137x458,511 David Shoal Suite 801,97261,FL,Life,138512.1,824.0,626.86,2021-05-19,2025-05-18,2025-04-15,12523.04,Rejected,Randy Brown,,2025-05-26
POL-0001103,,CUST-54360,Dustin Chambers,755-35-9979,conniehorn@example.net,628-592-5648x1732,719 Harper Forge Suite 948,82811,GA,Home,1097474.62,10033.18,6974.23,2021-09-11,2026-09-10,2022-11-29,629454.85,Rejected,Ashley Mcclain,,2024-07-21
POL-0001104,,CUST-12126,Veronica Willis,844-75-4346,nelsonmitchell@example.com,(649)517-7750x922,02638 Walsh Junction,96246,TX,Home,424219.28,5929.48,6149.74,2023-11-18,2027-11-17,2023-11-28,247317.33,Under Review,Eric Butler,,2025-03-11
POL-0001105,CLM-00001105,CUST-42032,Kathleen Oconnor,831-48-3191,vwilliams@example.org,501-594-5621,77509 Owen Prairie Suite 294,19371,CA,Auto,1444067.31,10599.58,5149.63,2023-05-13,2025-05-12,2023-08-21,666017.68,Settled,Denise Green,459340.65,2026-02-13
POL-0001106,CLM-00001106,CUST-60922,Joel Edwards,461-32-9832,adamsbrian@example.net,453-759-4472,713 Bailey Mountain,18503,CA,Auto,1625605.72,8383.18,9778.02,2023-04-14,2026-04-13,2023-12-16,223577.09,Rejected,Ashley Mcclain,,2025-05-06
POL-0001107,CLM-00001107,CUST-92170,Robin Jenkins,545-90-1331,kelly82@example.net,860-826-2867x60140,75062 Tanya Key Apt. 205,47616,WA,Health,800544.93,1623.65,474.11,2022-08-22,2024-08-21,2024-05-10,5861.37,Submitted,,,2025-12-17
POL-0001108,CLM-00001108,CUST-83093,Christina Miller,863-70-3778,bethbartlett@example.net,(742)254-4974,9560 Moore Cliffs,999,GA,Auto,1439866.61,19201.05,1647.99,2021-03-26,2026-03-25,2021-12-30,393504.92,Submitted,,,2026-01-09
POL-0001109,CLM-00001109,CUST-57352,Katherine Willis,687-41-6461,julieconner@example.net,(660)926-0294x82501,92332 Vanessa Trail,30039,IL,Health,841150.56,5719.76,5099.06,2022-06-11,2023-06-11,2022-12-13,306617.94,Under Review,Kenneth White,,2025-04-21
POL-0001110,CLM-00001110,CUST-47103,William Patterson,252-93-6330,nicholas68@example.com,(495)827-0405x2393,365 Ruiz Lake Suite 634,95329,NC,Commercial,1162461.13,3774.45,8612.21,2020-04-18,2022-04-18,2021-12-19,241775.61,Approved,Victor Morgan,,2024-06-09
POL-0001111,CLM-00001111,CUST-52728,Chad Collier,191-83-9727,sanchezderek@example.org,001-900-885-3004x6827,917 Mitchell Pike,54956,IL,Home,1782184.01,19348.27,3899.73,2023-07-31,2028-07-29,2025-04-25,701119.61,Approved,Karen Miller,,2026-02-12
POL-0001112,CLM-00001112,CUST-83478,William Campbell,777-80-9379,elizabethsmith@example.com,598-347-5108x46258,70142 Connie Garden,,CO,Auto,1575246.34,16891.81,9601.21,2023-10-02,2024-10-01,2024-08-13,37385.7,Under Review,Phillip Sherman,,2025-10-21
POL-0001113,CLM-00001113,CUST-74729,Roberto Sanchez,229-65-4711,jennifer73@example.com,576.925.2881x6210,2483 Smith Fields Suite 940,53411,WA,Life,1658123.01,14505.55,1590.93,2024-10-05,2029-10-04,2025-03-21,811423.7,Submitted,,,2025-12-17
POL-0001114,CLM-00001114,CUST-22767,Kaylee Hill,419-34-1624,fisherrachael@example.com,+1-619-358-4766x66554,08560 Schneider Springs,99559,FL,Auto,30716.61,120.93,362.94,2022-04-22,2027-04-21,2024-11-17,16877.37,Under Review,Eric Butler,,2025-09-23
POL-0001115,,CUST-31194,Jon Morrow,786-63-9967,opatel@example.com,001-541-513-5796x73637,595 Pena Villages Suite 032,,CA,Commercial,1510594.4,12414.56,1939.02,2023-02-19,2028-02-18,2024-04-30,1024878.55,Settled,Victor Morgan,711877.88,2024-01-15
POL-0001116,CLM-00001116,CUST-96650,Drew Clark,616-52-1605,james69@example.org,(700)425-8221,10815 Tran Meadows Suite 140,11457,GA,Health,995320.86,6947.99,2679.81,2022-11-26,2026-11-25,2024-03-19,477.68,Settled,Eric Butler,466.12,2024-12-11
POL-0001117,CLM-00001117,CUST-98257,Nicolas Martin,835-90-2415,nwilson@example.com,592-385-0510,368 Garcia Court,71431,GA,Life,1852344.13,13152.05,9387.85,2024-06-09,2019-01-23,2025-01-18,791194.36,Settled,Michelle Davis,635489.0,2024-11-02
POL-0001118,CLM-00001118,CUST-39835,James Coffey,642-46-5989,sheltonroger@example.net,001-942-260-6251x7769,696 Justin Mall,37055,IL,Home,1514719.49,4376.6,4739.86,2021-10-01,2024-09-30,2024-03-27,169683.24,Under Review,Victor Morgan,,2026-01-09
POL-0001119,CLM-00001119,CUST-99189,Lori Ferguson,943-20-8226,zcollins@example.org,574.225.4061x384,73117 Austin Alley,08450,CA,Auto,1191856.97,11930.28,2746.57,2022-07-09,2025-07-08,2024-03-24,350957.28,Rejected,Brian Hernandez,,2025-07-04
POL-0001120,CLM-00001120,CUST-19430,Robert Lopez,803-95-9875,matthewwise@example.org,001-740-536-4891x78559,0431 Singleton Course Apt. 012,78005,NY,Health,733173.07,10182.11,2485.1,2021-05-03,2022-05-03,2021-05-12,112931.99,Submitted,,,2024-05-12
POL-0001121,CLM-00001121,CUST-15207,Danielle Torres,408-84-2702,austin07@example.net,(631)288-2824x6173,095 Garcia Vista Apt. 299,60979,WA,Home,1677589.42,21567.99,358.99,2024-06-24,2025-06-24,2025-06-16,706865.19,Rejected,Ashley Mcclain,,2026-01-08
POL-0001122,CLM-00001122,CUST-56094,Chad Maddox,172-63-5769,tbeck@example.net,+1-537-781-1221x850,5285 Michael Plaza,19881,CA,Home,264546.38,1519.36,9980.58,2022-02-13,2026-02-12,2025-05-12,13194.97,Rejected,,,2024-05-21
POL-0001123,CLM-00001123,CUST-55489,James Eaton,205-27-9234,hernandezallen@example.org,(936)946-2512x124,7417 Nancy Shore Apt. 885,60312,FL,Home,1106920.62,13458.65,1616.23,2024-01-20,2027-01-19,2025-07-21,815604.2,Approved,John Meyer,,2025-01-05
POL-0001124,,CUST-65408,Paul Santiago,542-46-8793,gflores@example.com,876-512-0877x8320,74387 Fernandez Bridge Apt. 580,86331,FL,Auto,1788236.95,15776.23,2652.26,2024-02-08,2026-02-07,2025-01-11,888526.3,Submitted,,,2024-07-02
POL-0001125,CLM-00001125,CUST-82279,Michael Miller,474-89-2778,christensenjennifer@example.org,+1-374-408-5967x262,9881 Michelle Ridge,82683,NY,Life,638048.09,8866.3,3679.01,2024-01-04,2026-01-03,2025-12-16,306842.97,Rejected,Dr. Tina Reyes MD,,2025-02-07
POL-0001126,CLM-00001126,CUST-37153,Deborah Cruz,661-78-2448,marybriggs@example.org,821-689-1458,93222 Tanner Throughway,84307,NC,Home,454944.08,1571.03,6012.65,2023-03-12,2025-03-11,2024-04-28,133682.28,Settled,Douglas Ferguson,120066.86,2024-06-23
POL-0001127,CLM-00001127,CUST-27823,Mark Miller,868-87-3976,emilyhopkins@example.net,001-714-563-4639x302,67186 Wright Port,37375,IL,Home,870436.96,6340.91,562.31,2022-05-27,2025-05-26,2022-06-01,617392.88,Settled,Eric Butler,451877.72,2025-09-18
POL-0001128,CLM-00001128,CUST-52434,Michael Ford,863-45-7853,espinozajamie@example.net,(770)394-8102,151 Hunt Terrace Suite 821,90662,NY,Home,890595.2,7554.81,4367.15,2022-06-26,2027-06-25,2024-03-27,599958.62,Submitted,,,2026-01-02
POL-0001129,CLM-00001129,CUST-90744,Vicki Brown,391-85-5515,qhall@example.net,(338)882-0964x022,2107 Shawn Place,07737,IL,Home,216827.26,2202.62,2036.28,2021-08-18,2023-08-18,2022-07-12,118973.53,Submitted,,,2025-08-18
POL-0001130,CLM-00001130,CUST-86979,John Kirby,698-78-9183,stephen03@example.net,406.993.0513x4307,333 Sanders Flats,00000,WA,Health,278974.32,937.61,3030.75,2023-12-19,2027-12-18,2025-12-12,79194.67,Rejected,Dr. Tina Reyes MD,,2024-05-28
POL-0001131,CLM-00001131,CUST-37462,Mrs. Megan Sanchez,731-82-8071,gary09@example.net,001-307-374-8541x92328,03878 Tran Street Apt. 410,13298,CA,Health,1352222.12,8187.27,2898.84,2023-09-16,2025-09-15,2025-01-26,776283.04,Rejected,Brett White,,2024-12-21
POL-0001132,CLM-00001132,CUST-74974,Brian Sexton,774-19-5236,jenniferjames@example.net,001-995-957-8649x45019,7109 Randolph Shore,,IL,Auto,1906921.91,19251.29,9967.06,2020-05-20,2023-05-20,2022-02-05,1129135.05,Settled,Michelle Davis,854816.6,2025-05-18
POL-0001133,CLM-00001133,CUST-50492,Jason Ramos,186-75-5612,cheyennelozano@example.com,(765)464-2398x7644,6107 Thomas Port,84575,TX,life,86904.5,1211.87,2707.37,2023-02-28,2026-02-27,2024-07-29,42681.82,Rejected,Jennifer Reid,,2024-05-10
POL-0001134,,CUST-88373,Peter Murray,326-32-3209,ryang@example.com,+1-425-749-5843,250 Jesse Land,68722,AZ,Home,1700631.69,16378.63,4985.57,2022-02-06,2025-02-05,2022-10-30,336125.32,Approved,Ashley Mcclain,,2025-02-28
POL-0001135,CLM-00001135,CUST-54210,Keith Allen,934-96-4624,jeanne08@example.com,687-413-6431,981 Anderson Circle,49096,FL,Home,1573160.42,5033.17,4170.12,2020-10-23,2023-10-23,2021-02-27,227329.14,Settled,Caleb West,179016.49,2024-08-03
POL-0001136,CLM-00001136,CUST-94230,Melinda Huff,266-31-8323,tiffanymiller@example.com,(724)842-5091x009,11364 York Flats Suite 600,99203,CO,Health,1149717.92,10030.68,355.06,2022-09-10,2025-09-09,2024-07-29,204284.69,Settled,Victor Morgan,186801.28,2025-10-25
POL-0001137,CLM-00001137,CUST-83235,Mrs. Jennifer Saunders,641-72-4876,ustanton@example.com,8609736095,69399 Lisa Neck,70238,CA,Life,111135.37,1393.6,4319.22,2020-10-27,2024-10-26,2021-12-13,62944.17,Rejected,Eric Butler,,2021-07-18
POL-0001138,CLM-00001138,CUST-61249,Sarah Garcia,977-43-1785,michael44@example.org,(681)399-1809,89918 Francisco Canyon Apt. 622,82682,CO,Home,1634622.72,11942.3,7585.95,2022-04-08,2023-04-08,2023-03-04,962958.56,Under Review,,,2025-08-03
POL-0001139,CLM-00001139,CUST-63760,Kim Chapman,350-25-1321,margaretsmith@example.org,898.796.5328,931 Kyle Court,82571,CO,Home,179469.22,2117.39,4693.39,2021-02-17,2025-02-16,2023-05-20,94829.78,Settled,Kenneth White,71078.63,2026-02-12
POL-0001140,CLM-00001140,CUST-79460,Tracy Rose,839-19-7806,rebeccawright@example.org,+1-564-334-9083,855 Mueller Islands Apt. 871,,NC,Life,102585.58,1447.48,2969.17,2022-09-01,2025-08-31,2025-01-11,40500.45,Approved,Kenneth White,,2025-04-17
POL-0001141,CLM-00001141,CUST-69676,Renee Kelley,873-69-5850,mtanner@example.org,2279505336,62986 Hutchinson Rest,79730,FL,Home,192412.94,1725.74,9771.18,2020-08-19,2025-08-18,2025-05-16,153809.42,Rejected,John Meyer,,2025-03-04
POL-0001142,CLM-00001142,CUST-28162,Sydney Burch,572-54-9210,johnny72@example.com,(324)856-7802x21169,410 Craig Pike Suite 337,31937,TX,AUTO,961598.78,2235.89,3977.6,2023-02-04,2025-02-03,2024-05-16,523789.16,Rejected,Ashley Mcclain,,2025-06-10
POL-0001143,CLM-00001143,CUST-38099,Brittany Schwartz,210-64-5878,sandrasmith@example.com,674.713.8482x80736,43986 Jordan Keys,13739,AZ,Health,1096581.43,7521.96,8999.1,2022-04-21,2025-04-20,2023-02-01,726298.49,Settled,John Meyer,595535.88,2025-06-15
POL-0001144,CLM-00001144,CUST-14705,Samantha Kelly,594-92-4543,doncooley@example.org,001-704-277-2661x78640,7157 Quinn Mountains Suite 411,83040,FL,Commercial,1724169.82,17696.79,3612.75,2022-06-15,2027-06-14,2023-07-10,643101.19,Under Review,Wendy Smith,,2025-06-09
POL-0001145,CLM-00001145,CUST-78765,Robin Bush,166-91-8860,osmith@example.net,+1-536-935-2235x2551,6645 Wright Place,37146,TX,Health,1351316.98,12340.53,1644.5,2024-03-14,2029-03-13,2026-01-07,254320.71,Under Review,Wendy Smith,,2025-11-18
